Id,Label,type,difficulty,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,eigencentrality
Find Maximum Number of String Pairs,Find Maximum Number of String Pairs,Problem,Easy,86,0,4,4,6,0.423886,0.454842,2292.783569,0,0,0,0.030756
Digit Operations to Make Two Integers Equal,Digit Operations to Make Two Integers Equal,Problem,Medium,55,0,5,5,6,0.292198,0.322548,1493.665753,0,0,0,0.00925
Minimum Time to Break Locks I,Minimum Time to Break Locks I,Problem,Medium,43,0,6,6,5,0.407061,0.442328,3139.746656,0,0,0,0.027778
Find Drivers with Improved Fuel Efficiency,Find Drivers with Improved Fuel Efficiency,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Knight Probability in Chessboard,Knight Probability in Chessboard,Problem,Medium,43,0,1,1,6,0.275496,0.29657,0,0,0,0,0.004909
Smallest Value of the Rearranged Number,Smallest Value of the Rearranged Number,Problem,Medium,81,0,2,2,6,0.297671,0.330093,238.760941,0,0,0,0.008988
Find X-Sum of All K-Long Subarrays I,Find X-Sum of All K-Long Subarrays I,Problem,Easy,81,0,4,4,6,0.386165,0.425931,637.292322,0,0,0,0.026143
Ugly Number III,Ugly Number III,Problem,Medium,76,0,4,4,6,0.333176,0.356477,245.703487,0,0,0,0.009179
Maximum Difference Between Even and Odd Frequency I,Maximum Difference Between Even and Odd Frequency I,Problem,Easy,73,0,3,3,6,0.312102,0.349627,316.306292,0,0,0,0.014223
Maximum Product of Two Integers With No Common Bits,Maximum Product of Two Integers With No Common Bits,Problem,Medium,43,0,3,3,6,0.385658,0.42534,753.92058,0,0,0,0.023731
Build the Equation,Build the Equation,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Sliding Subarray Beauty,Sliding Subarray Beauty,Problem,Medium,73,0,3,3,6,0.383312,0.423403,400.660238,0,0,0,0.024363
Nth Magical Number,Nth Magical Number,Problem,Hard,76,0,2,2,6,0.33305,0.356099,185.282816,0,0,0,0.007716
Loud and Rich,Loud and Rich,Problem,Medium,55,0,4,4,5,0.383437,0.423148,1713.857993,0,0,0,0.020939
Minimum Length of String After Deleting Similar Ends,Minimum Length of String After Deleting Similar Ends,Problem,Medium,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Number of Ways to Separate Numbers,Number of Ways to Separate Numbers,Problem,Hard,42,0,3,3,6,0.311386,0.348772,749.296143,0,0,0,0.011276
Alert Using Same Key-Card Three or More Times in a One Hour Period,Alert Using Same Key-Card Three or More Times in a One Hour Period,Problem,Medium,73,0,4,4,6,0.423682,0.454724,2268.493972,0,0,0,0.033335
Queue Reconstruction by Height,Queue Reconstruction by Height,Problem,Medium,34,0,4,4,6,0.367232,0.409184,202.003308,0,0,0,0.022046
Adjacent Increasing Subarrays Detection II,Adjacent Increasing Subarrays Detection II,Problem,Medium,81,0,2,2,6,0.363636,0.406137,0,0,1,1,0.019547
Number of Balanced Integers in a Range,Number of Balanced Integers in a Range,Problem,Hard,43,0,1,1,6,0.275496,0.29657,0,0,0,0,0.004909
Find Mode in Binary Search Tree,Find Mode in Binary Search Tree,Problem,Easy,55,0,4,4,5,0.265583,0.279512,26.676971,0,0,0,0.006077
Rearrange String k Distance Apart,Rearrange String k Distance Apart,Problem,Hard,81,0,6,6,6,0.347518,0.390698,1556.512584,0,0,0,0.023808
Number of Common Factors,Number of Common Factors,Problem,Easy,76,0,3,3,6,0.280758,0.305111,98.387104,0,0,0,0.006831
Find Pattern in Infinite Stream II,Find Pattern in Infinite Stream II,Problem,Hard,81,0,6,6,6,0.368114,0.410341,797.973532,0,0,0,0.0196
Apply Operations to Make Sum of Array Greater Than or Equal to k,Apply Operations to Make Sum of Array Greater Than or Equal to k,Problem,Medium,73,0,3,3,6,0.298528,0.331515,342.702019,0,0,0,0.009573
Construct Smallest Number From DI String,Construct Smallest Number From DI String,Problem,Medium,42,0,4,4,6,0.311276,0.348715,738.037675,0,0,0,0.01212
Maximum Number That Makes Result of Bitwise AND Zero,Maximum Number That Makes Result of Bitwise AND Zero,Problem,Medium,81,0,3,3,6,0.317895,0.356859,545.307297,0,0,0,0.013952
Find Candidates for Data Scientist Position,Find Candidates for Data Scientist Position,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Minimum Operations to Make Array Elements Zero,Minimum Operations to Make Array Elements Zero,Problem,Hard,43,0,3,3,6,0.39494,0.433102,1298.693414,0,0,0,0.023607
Maximum Profit from Trading Stocks with Discounts,Maximum Profit from Trading Stocks with Discounts,Problem,Hard,55,0,4,4,5,0.400636,0.437155,3158.595038,0,0,0,0.025879
Minimize Max Distance to Gas Station,Minimize Max Distance to Gas Station,Problem,Hard,81,0,2,2,6,0.363636,0.406137,0,0,1,1,0.019547
Delete Node in a Linked List,Delete Node in a Linked List,Problem,Medium,34,0,1,1,6,0.251157,0.255026,0,0,0,0,0.000659
Implement Rand10() Using Rand7(),Implement Rand10() Using Rand7(),Problem,Medium,76,0,4,4,6,0.276359,0.29829,1861.346418,0,0,0,0.005431
Build an Array With Stack Operations,Build an Array With Stack Operations,Problem,Medium,42,0,3,3,6,0.373018,0.414286,534.19429,0,0,0,0.019641
Maximum XOR Score Subarray Queries,Maximum XOR Score Subarray Queries,Problem,Hard,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Remove Vowels from a String,Remove Vowels from a String,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Design Neighbor Sum Service,Design Neighbor Sum Service,Problem,Easy,34,0,5,5,6,0.39005,0.429261,1068.166242,0,0,0,0.02796
Circular Array Loop,Circular Array Loop,Problem,Medium,81,0,3,3,6,0.388932,0.428175,665.538977,0,0,0,0.024932
Time Needed to Inform All Employees,Time Needed to Inform All Employees,Problem,Medium,55,0,3,3,5,0.268207,0.283999,39.810993,0,0,0,0.006286
Longer Contiguous Segments of Ones than Zeros,Longer Contiguous Segments of Ones than Zeros,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Minimum Number of Operations to Move All Balls to Each Box,Minimum Number of Operations to Move All Balls to Each Box,Problem,Medium,73,0,3,3,6,0.415205,0.448536,1529.993078,0,0,0,0.024735
Maximum Total Beauty of the Gardens,Maximum Total Beauty of the Gardens,Problem,Hard,73,0,7,7,6,0.38992,0.429899,1336.908222,0,0.047619,1,0.032455
Sort,Sort,Tag,,73,2,0,2,7,0.30069,0.311879,0.911188,0,0,0,0.001059
Reconstruct Itinerary,Reconstruct Itinerary,Problem,Hard,55,0,7,7,5,0.444669,0.468618,7631.686908,0,0,0,0.032802
Number of Adjacent Elements With the Same Color,Number of Adjacent Elements With the Same Color,Problem,Medium,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock,Problem,Easy,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Fruits Into Baskets III,Fruits Into Baskets III,Problem,Medium,34,0,4,4,6,0.365066,0.407719,148.777295,0,0.166667,1,0.021
Find the XOR of Numbers Which Appear Twice,Find the XOR of Numbers Which Appear Twice,Problem,Easy,43,0,3,3,6,0.387863,0.42723,690.87647,0,0,0,0.025192
Path With Minimum Effort,Path With Minimum Effort,Problem,Medium,55,0,7,7,5,0.38829,0.428108,2743.05411,0,0.047619,1,0.028879
Maximum Number of Events That Can Be Attended II,Maximum Number of Events That Can Be Attended II,Problem,Hard,81,0,4,4,6,0.387097,0.427206,701.362797,0,0.166667,1,0.028658
Substrings That Begin and End With the Same Letter,Substrings That Begin and End With the Same Letter,Problem,Medium,73,0,5,5,6,0.350835,0.393981,2052.37534,0,0,0,0.020981
Smallest Index With Equal Value,Smallest Index With Equal Value,Problem,Easy,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Calculate Score After Performing Instructions,Calculate Score After Performing Instructions,Problem,Medium,86,0,4,4,6,0.423886,0.454842,2292.783569,0,0,0,0.030756
Count Good Triplets,Count Good Triplets,Problem,Easy,73,0,2,2,6,0.365975,0.407719,176.150969,0,0,0,0.017801
Reverse Linked List II,Reverse Linked List II,Problem,Medium,34,0,1,1,6,0.251157,0.255026,0,0,0,0,0.000659
Longest Palindrome,Longest Palindrome,Problem,Easy,42,0,3,3,6,0.328736,0.369827,584.498691,0,0,0,0.016119
High Five,High Five,Problem,Easy,81,0,4,4,6,0.387182,0.426757,674.088847,0,0,0,0.028968
Minimum Adjacent Swaps to Reach the Kth Smallest Number,Minimum Adjacent Swaps to Reach the Kth Smallest Number,Problem,Medium,81,0,3,3,6,0.309854,0.346721,454.702912,0,0,0,0.011695
Calculate Compressed Mean,Calculate Compressed Mean,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Number of Integers With Popcount-Depth Equal to K I,Number of Integers With Popcount-Depth Equal to K I,Problem,Hard,76,0,4,4,6,0.308986,0.345871,671.696287,0,0,0,0.012502
Minimize the Total Price of the Trips,Minimize the Total Price of the Trips,Problem,Hard,55,0,5,5,5,0.404031,0.439942,4035.032764,0,0,0,0.027274
Rearrange Array Elements by Sign,Rearrange Array Elements by Sign,Problem,Medium,86,0,3,3,6,0.37365,0.414947,509.714312,0,0,0,0.020186
Count the Number of Good Subsequences,Count the Number of Good Subsequences,Problem,Medium,76,0,5,5,6,0.341596,0.384344,1855.178305,0,0,0,0.01961
Customers Who Bought All Products,Customers Who Bought All Products,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Percentage of Users Attended a Contest,Percentage of Users Attended a Contest,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Delete Tree Nodes,Delete Tree Nodes,Problem,Medium,55,0,4,4,5,0.383854,0.423479,2589.614332,0,0,0,0.022902
Minimum Changes To Make Alternating Binary String,Minimum Changes To Make Alternating Binary String,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Minimum Seconds to Equalize a Circular Array,Minimum Seconds to Equalize a Circular Array,Problem,Medium,73,0,2,2,6,0.381901,0.422033,292.457314,0,0,0,0.022986
Count Salary Categories,Count Salary Categories,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Pancake Sorting,Pancake Sorting,Problem,Medium,81,0,4,4,6,0.381653,0.422151,664.483112,0,0,0,0.026368
Minimum Subarrays in a Valid Split,Minimum Subarrays in a Valid Split,Problem,Medium,76,0,4,4,6,0.404541,0.440731,1710.660187,0,0,0,0.027172
One Edit Distance,One Edit Distance,Problem,Medium,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Check if Strings Can be Made Equal With Operations I,Check if Strings Can be Made Equal With Operations I,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Closest Leaf in a Binary Tree,Closest Leaf in a Binary Tree,Problem,Medium,55,0,4,4,5,0.268248,0.284188,63.48951,0,0,0,0.007574
Find the Grid of Region Average,Find the Grid of Region Average,Problem,Medium,86,0,2,2,6,0.361661,0.403633,5.907785,0,0,0,0.018873
Minimum Array Changes to Make Differences Equal,Minimum Array Changes to Make Differences Equal,Problem,Medium,73,0,3,3,6,0.383937,0.423923,402.453258,0,0,0,0.024959
Generate the Invoice,Generate the Invoice,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Capital Gain/Loss,Capital Gain/Loss,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,Problem,Medium,81,0,5,5,6,0.395693,0.433867,1046.129729,0,0,0,0.032571
Check if There Is a Valid Parentheses String Path,Check if There Is a Valid Parentheses String Path,Problem,Hard,86,0,3,3,6,0.38009,0.420569,451.998999,0,0,0,0.023782
Maximum Walls Destroyed by Robots,Maximum Walls Destroyed by Robots,Problem,Hard,43,0,4,4,6,0.387097,0.427206,701.362797,0,0.166667,1,0.028658
Watering Plants,Watering Plants,Problem,Medium,86,0,2,2,6,0.366622,0.40831,190.424025,0,0,0,0.01824
Binary Gap,Binary Gap,Problem,Easy,43,0,1,1,6,0.259909,0.270077,0,0,0,0,0.002206
Binary Tree Longest Consecutive Sequence II,Binary Tree Longest Consecutive Sequence II,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Sort Linked List Already Sorted Using Absolute Values,Sort Linked List Already Sorted Using Absolute Values,Problem,Medium,34,0,3,3,6,0.280267,0.304134,590.372248,0,0,0,0.006807
Count Triplets with Even XOR Set Bits II,Count Triplets with Even XOR Set Bits II,Problem,Medium,43,0,2,2,6,0.368075,0.409703,252.533543,0,0,0,0.018822
Length of the Longest Subsequence That Sums to Target,Length of the Longest Subsequence That Sums to Target,Problem,Medium,73,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Check if Grid can be Cut into Sections,Check if Grid can be Cut into Sections,Problem,Medium,81,0,2,2,6,0.366507,0.408239,68.901858,0,0,0,0.020819
Minimum Operations to Transform Array,Minimum Operations to Transform Array,Problem,Medium,73,0,2,2,6,0.371721,0.413034,181.852162,0,0,0,0.020219
Array Partition,Array Partition,Problem,Easy,81,0,4,4,6,0.375399,0.416601,594.861906,0,0,0,0.02467
Top Three Wineries,Top Three Wineries,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Make the XOR of All Segments Equal to Zero,Make the XOR of All Segments Equal to Zero,Problem,Hard,73,0,5,5,6,0.406873,0.44256,1707.377595,0,0,0,0.031808
Stone Game,Stone Game,Problem,Medium,76,0,4,4,6,0.404541,0.440731,1711.586199,0,0,0,0.026702
Minimum Cost to Divide Array Into Subarrays,Minimum Cost to Divide Array Into Subarrays,Problem,Hard,73,0,3,3,6,0.382025,0.422269,512.018193,0,0,0,0.023498
Complex Number Multiplication,Complex Number Multiplication,Problem,Medium,76,0,3,3,6,0.321546,0.361324,1118.416872,0,0,0,0.012556
Concatenate the Name and the Profession,Concatenate the Name and the Profession,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Minimum Cost Path with Edge Reversals,Minimum Cost Path with Edge Reversals,Problem,Medium,55,0,3,3,6,0.263914,0.276696,51.480474,0,0,0,0.003603
Find a Value of a Mysterious Function Closest to Target,Find a Value of a Mysterious Function Closest to Target,Problem,Hard,34,0,4,4,6,0.37051,0.41275,405.52861,0,0.166667,1,0.022481
First Unique Character in a String,First Unique Character in a String,Problem,Easy,34,0,4,4,6,0.314663,0.352971,530.405678,0,0,0,0.014784
Strong Password Checker II,Strong Password Checker II,Problem,Easy,42,0,1,1,6,0.285529,0.312283,0,0,0,0,0.006146
Maximum Number of Visible Points,Maximum Number of Visible Points,Problem,Hard,76,0,5,5,6,0.398869,0.436527,1528.625757,0,0,0,0.027492
Find the Start and End Number of Continuous Ranges,Find the Start and End Number of Continuous Ranges,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Poor Pigs,Poor Pigs,Problem,Hard,76,0,3,3,6,0.30087,0.33484,349.021672,0,0,0,0.010297
Guess Number Higher or Lower,Guess Number Higher or Lower,Problem,Easy,81,0,2,2,6,0.305296,0.319222,25.044247,0,0,0,0.003265
Max Sum of a Pair With Equal Sum of Digits,Max Sum of a Pair With Equal Sum of Digits,Problem,Medium,73,0,4,4,6,0.387182,0.426757,674.088847,0,0,0,0.028968
Restore IP Addresses,Restore IP Addresses,Problem,Medium,43,0,2,2,6,0.288849,0.317366,143.057757,0,0,0,0.007117
K-th Nearest Obstacle Queries,K-th Nearest Obstacle Queries,Problem,Medium,81,0,2,2,6,0.365407,0.4072,134.28754,0,0,0,0.018396
Sort Integers by The Number of 1 Bits,Sort Integers by The Number of 1 Bits,Problem,Easy,43,0,4,4,6,0.378622,0.419459,596.862814,0,0,0,0.024731
DNA Pattern Recognition,DNA Pattern Recognition,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Count Dominant Indices,Count Dominant Indices,Problem,Easy,73,0,2,2,6,0.365975,0.407719,176.150969,0,0,0,0.017801
Arranging Coins,Arranging Coins,Problem,Easy,76,0,2,2,6,0.33305,0.356099,185.282816,0,0,0,0.007716
Minimum Swaps to Group All 1's Together II,Minimum Swaps to Group All 1's Together II,Problem,Medium,73,0,2,2,6,0.365104,0.406963,82.6001,0,0,0,0.017993
Count Partitions with Even Sum Difference,Count Partitions with Even Sum Difference,Problem,Easy,76,0,3,3,6,0.392392,0.431047,1052.299881,0,0,0,0.023374
Separate Squares I,Separate Squares I,Problem,Medium,81,0,2,2,6,0.363636,0.406137,0,0,1,1,0.019547
Binary Tree Cameras,Binary Tree Cameras,Problem,Hard,55,0,4,4,5,0.292053,0.321972,1147.267198,0,0,0,0.010551
Max Value of Equation,Max Value of Equation,Problem,Hard,34,0,5,5,6,0.369928,0.411806,457.797337,0,0,0,0.02068
Array Upper Bound,Array Upper Bound,Problem,Easy,87,0,0,0,0,0,0,0,79,0,0,0
Coordinate With Maximum Network Quality,Coordinate With Maximum Network Quality,Problem,Medium,73,0,2,2,6,0.365975,0.407719,176.150969,0,0,0,0.017801
Binary Tree Longest Consecutive Sequence,Binary Tree Longest Consecutive Sequence,Problem,Medium,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Number of Substrings Containing All Three Characters,Number of Substrings Containing All Three Characters,Problem,Medium,73,0,3,3,6,0.315394,0.353741,352.723902,0,0,0,0.013893
Groups of Special-Equivalent Strings,Groups of Special-Equivalent Strings,Problem,Medium,81,0,4,4,6,0.423682,0.454724,2268.493972,0,0,0,0.033335
Print in Order,Print in Order,Problem,Easy,39,0,1,1,7,0.174119,0.177913,0,0,0,0,0.000212
Shortest Path in a Hidden Grid,Shortest Path in a Hidden Grid,Problem,Medium,55,0,5,5,5,0.382688,0.422628,2096.399121,0,0,0,0.023614
Exclusive Time of Functions,Exclusive Time of Functions,Problem,Medium,42,0,2,2,6,0.368652,0.410199,298.397613,0,0,0,0.018017
Unique Length-3 Palindromic Subsequences,Unique Length-3 Palindromic Subsequences,Problem,Medium,73,0,4,4,6,0.331392,0.373025,987.366246,0,0,0,0.016694
Minimum Total Distance Traveled,Minimum Total Distance Traveled,Problem,Hard,43,0,3,3,6,0.385111,0.424891,591.524751,0,0,0,0.025728
Split the Array,Split the Array,Problem,Easy,73,0,3,3,6,0.382812,0.422931,414.272399,0,0,0,0.024693
Maximum Number That Sum of the Prices Is Less Than or Equal to K,Maximum Number That Sum of the Prices Is Less Than or Equal to K,Problem,Medium,81,0,4,4,6,0.361327,0.390632,959.273268,0,0,0,0.014831
Sort the Jumbled Numbers,Sort the Jumbled Numbers,Problem,Medium,73,0,2,2,6,0.366507,0.408239,68.901858,0,0,0,0.020819
Suffix Array,Suffix Array,Tag,,42,8,0,8,7,0.300947,0.313207,42.886733,0,0,0,0.002849
Palindrome Partitioning II,Palindrome Partitioning II,Problem,Hard,42,0,2,2,6,0.311276,0.348512,451.059561,0,0,0,0.011056
Unique Word Abbreviation,Unique Word Abbreviation,Problem,Medium,34,0,4,4,6,0.424242,0.455126,2395.110954,0,0,0,0.030225
Adding Spaces to a String,Adding Spaces to a String,Problem,Medium,86,0,4,4,6,0.419501,0.451772,2147.12373,0,0,0,0.026333
Escape The Ghosts,Escape The Ghosts,Problem,Medium,76,0,2,2,6,0.389834,0.428803,854.510067,0,0,0,0.021402
Once Twice,Once Twice,Problem,Medium,43,0,2,2,6,0.368075,0.409703,252.533543,0,0,0,0.018822
Maximum Score After Splitting a String,Maximum Score After Splitting a String,Problem,Easy,42,0,2,2,6,0.295329,0.326795,163.769081,0,0,0,0.008119
Find the Index of the Large Integer,Find the Index of the Large Integer,Problem,Medium,81,0,3,3,6,0.364162,0.406751,191.811923,0,0.333333,1,0.019882
Trim a Binary Search Tree,Trim a Binary Search Tree,Problem,Medium,55,0,4,4,5,0.265583,0.279512,26.676971,0,0,0,0.006077
Maximum Value of an Ordered Triplet II,Maximum Value of an Ordered Triplet II,Problem,Medium,73,0,1,1,6,0.361587,0.403444,0,0,0,0,0.016616
Maximize Number of Subsequences in a String,Maximize Number of Subsequences in a String,Problem,Medium,73,0,3,3,6,0.312268,0.349806,429.750058,0,0,0,0.011722
Product Sales Analysis V,Product Sales Analysis V,Problem,Easy,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Reverse Words in a String III,Reverse Words in a String III,Problem,Easy,81,0,2,2,6,0.293511,0.324206,161.457078,0,0,0,0.008093
Minimum Operations to Make Columns Strictly Increasing,Minimum Operations to Make Columns Strictly Increasing,Problem,Easy,86,0,3,3,6,0.371799,0.413223,222.881086,0,0,0,0.022476
Maximize the Distance Between Points on a Square,Maximize the Distance Between Points on a Square,Problem,Hard,76,0,5,5,6,0.396315,0.434803,1494.860139,0,0.1,1,0.029045
Increasing Decreasing String,Increasing Decreasing String,Problem,Easy,73,0,3,3,6,0.312102,0.349627,316.306292,0,0,0,0.014223
First Unique Even Element,First Unique Even Element,Problem,Easy,73,0,3,3,6,0.382812,0.422931,414.272399,0,0,0,0.024693
Triples with Bitwise AND Equal To Zero,Triples with Bitwise AND Equal To Zero,Problem,Hard,43,0,3,3,6,0.387863,0.42723,690.87647,0,0,0,0.025192
Find the Winner of the Circular Game,Find the Winner of the Circular Game,Problem,Medium,34,0,5,5,6,0.395738,0.433952,2166.962065,0,0,0,0.024074
Sum of Root To Leaf Binary Numbers,Sum of Root To Leaf Binary Numbers,Problem,Easy,55,0,3,3,5,0.265543,0.279323,13.625103,0,0,0,0.005642
Transform Array to All Equal Elements,Transform Array to All Equal Elements,Problem,Medium,81,0,2,2,6,0.371721,0.413034,181.852162,0,0,0,0.020219
Palindrome Permutation II,Palindrome Permutation II,Problem,Medium,43,0,3,3,6,0.314607,0.352783,491.382665,0,0,0,0.013487
01 Matrix,01 Matrix,Problem,Medium,43,0,4,4,5,0.391913,0.43022,1403.070487,0,0,0,0.025715
Minimum Adjacent Swaps for K Consecutive Ones,Minimum Adjacent Swaps for K Consecutive Ones,Problem,Hard,73,0,4,4,6,0.377892,0.418844,404.129651,0,0,0,0.023569
Maximum Score Of Spliced Array,Maximum Score Of Spliced Array,Problem,Hard,73,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Peeking Iterator,Peeking Iterator,Problem,Medium,34,0,3,3,6,0.366774,0.408664,727.093097,0,0,0,0.017936
Count Strictly Increasing Subarrays,Count Strictly Increasing Subarrays,Problem,Medium,76,0,3,3,6,0.404448,0.440542,1562.465778,0,0,0,0.026311
Sum of Values at Indices With K Set Bits,Sum of Values at Indices With K Set Bits,Problem,Easy,43,0,2,2,6,0.368075,0.409703,252.533543,0,0,0,0.018822
Count Subarrays Where Max Element Appears at Least K Times,Count Subarrays Where Max Element Appears at Least K Times,Problem,Medium,73,0,2,2,6,0.365104,0.406963,82.6001,0,0,0,0.017993
Find Pivot Index,Find Pivot Index,Problem,Easy,73,0,2,2,6,0.364312,0.406184,60.349498,0,0,0,0.018589
Maximum GCD-Sum of a Subarray,Maximum GCD-Sum of a Subarray,Problem,Hard,76,0,4,4,6,0.391478,0.430787,1164.110708,0,0.166667,1,0.025193
Longest Common Suffix Queries,Longest Common Suffix Queries,Problem,Hard,42,0,3,3,6,0.414669,0.448134,1455.166612,0,0,0,0.023404
Count Tested Devices After Test Operations,Count Tested Devices After Test Operations,Problem,Easy,86,0,3,3,6,0.372742,0.41405,327.616888,0,0,0,0.019947
Knight Dialer,Knight Dialer,Problem,Medium,43,0,1,1,6,0.275496,0.29657,0,0,0,0,0.004909
XOR Queries of a Subarray,XOR Queries of a Subarray,Problem,Medium,73,0,3,3,6,0.370666,0.412231,354.858118,0,0,0,0.020794
Apply Transform Over Each Element in Array,Apply Transform Over Each Element in Array,Problem,Easy,88,0,0,0,0,0,0,0,80,0,0,0
Deep Merge of Two Objects,Deep Merge of Two Objects,Problem,Medium,89,0,0,0,0,0,0,0,81,0,0,0
Minimum Operations to Convert All Elements to Zero,Minimum Operations to Convert All Elements to Zero,Problem,Medium,42,0,5,5,6,0.397432,0.435237,1173.330619,0,0,0,0.0287
Longest Common Prefix Between Adjacent Strings After Removals,Longest Common Prefix Between Adjacent Strings After Removals,Problem,Medium,42,0,2,2,6,0.414279,0.447732,1305.8745,0,0,0,0.022763
JSON Deep Equal,JSON Deep Equal,Problem,Medium,90,0,0,0,0,0,0,0,82,0,0,0
Maximum Sum of Two Non-Overlapping Subarrays,Maximum Sum of Two Non-Overlapping Subarrays,Problem,Medium,73,0,3,3,6,0.38352,0.423569,536.190394,0,0,0,0.022902
Day of the Year,Day of the Year,Problem,Easy,76,0,2,2,6,0.314439,0.352419,812.944447,0,0,0,0.010932
Queries on Number of Points Inside a Circle,Queries on Number of Points Inside a Circle,Problem,Medium,76,0,3,3,6,0.38992,0.428992,943.934815,0,0,0,0.021912
Permutations,Permutations,Problem,Medium,43,0,2,2,6,0.365634,0.407389,264.66002,0,0,0,0.017587
Course Schedule,Course Schedule,Problem,Medium,55,0,4,4,5,0.269972,0.287198,130.967902,0,0,0,0.006255
Human Traffic of Stadium,Human Traffic of Stadium,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Find K-th Smallest Pair Distance,Find K-th Smallest Pair Distance,Problem,Hard,81,0,4,4,6,0.375239,0.417002,446.282064,0,0.166667,1,0.025695
Department Top Three Salaries,Department Top Three Salaries,Problem,Hard,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Count Complete Substrings,Count Complete Substrings,Problem,Hard,73,0,3,3,6,0.315394,0.353741,352.723902,0,0,0,0.013893
Sorting Three Groups,Sorting Three Groups,Problem,Medium,81,0,3,3,6,0.382066,0.422836,486.61117,0,0.333333,1,0.024456
Unique Paths,Unique Paths,Problem,Medium,76,0,3,3,6,0.30087,0.33484,349.021672,0,0,0,0.010297
Palindrome Pairs,Palindrome Pairs,Problem,Hard,42,0,4,4,6,0.421757,0.453354,2023.942453,0,0,0,0.029774
Set Mismatch,Set Mismatch,Problem,Easy,81,0,4,4,6,0.390957,0.429923,923.372528,0,0,0,0.029394
Average of Levels in Binary Tree,Average of Levels in Binary Tree,Problem,Easy,55,0,4,4,5,0.268248,0.284188,63.48951,0,0,0,0.007574
Generate Random Point in a Circle,Generate Random Point in a Circle,Problem,Medium,76,0,4,4,6,0.276359,0.29829,1891.538018,0,0,0,0.005727
Maximum Fruits Harvested After at Most K Steps,Maximum Fruits Harvested After at Most K Steps,Problem,Hard,81,0,4,4,6,0.369424,0.411758,184.148311,0,0.166667,1,0.022896
Minimum Initial Energy to Finish Tasks,Minimum Initial Energy to Finish Tasks,Problem,Hard,81,0,3,3,6,0.375319,0.416412,283.91982,0,0,0,0.024421
Design Ride Sharing System,Design Ride Sharing System,Problem,Medium,34,0,4,4,6,0.287484,0.31558,183.420069,0,0,0,0.008353
Short Encoding of Words,Short Encoding of Words,Problem,Medium,42,0,4,4,6,0.421757,0.453354,2023.942453,0,0,0,0.029774
Maximum Score from Performing Multiplication Operations,Maximum Score from Performing Multiplication Operations,Problem,Hard,43,0,2,2,6,0.380009,0.42038,390.906154,0,0,0,0.021525
Implement Trie II (Prefix Tree),Implement Trie II (Prefix Tree),Problem,Medium,34,0,4,4,6,0.314719,0.353009,626.722918,0,0,0,0.01425
The Change in Global Rankings,The Change in Global Rankings,Problem,Medium,4,0,1,1,2,0.500808,0.501613,0,1,0,0,0.001788
Create a New Column,Create a New Column,Problem,Easy,91,0,0,0,0,0,0,0,83,0,0,0
